id,job,gender,hhi,age,region,survived
7533,construction,female,46000,29,northwest,False
7534,engineer,male,91000,41,midwest,False
7535,law,female,93000,31,central,False
7536,construction,female,110000,42,southeast,True
7537,construction,female,120000,48,southeast,False
7538,engineer,female,36000,37,southwest,True
7539,engineer,male,49000,20,northwest,True
7540,health,male,31000,28,midwest,False
7541,engineer,male,50000,50,southwest,False
7542,unemployed,male,108000,33,midwest,False
7543,unemployed,female,100000,43,southeast,True
7544,construction,male,79000,48,northwest,False
7545,engineer,male,119000,40,southwest,True
7546,engineer,female,99000,44,central,False
7547,engineer,female,86000,29,northeast,True
7548,health,female,89000,31,southeast,False
7549,construction,male,89000,49,midwest,True
7550,construction,female,97000,39,northeast,True
7551,engineer,female,93000,23,northeast,True
7552,law,female,37000,39,central,True
7553,construction,female,102000,28,southwest,False
7554,engineer,male,64000,34,northeast,False
7555,construction,male,112000,25,southeast,True
7556,engineer,male,106000,26,southwest,False
7557,law,male,102000,21,southeast,False
7558,unemployed,female,44000,28,midwest,False
7559,engineer,female,100000,47,central,True
7560,health,female,54000,50,southeast,True
7561,unemployed,female,56000,29,northeast,False
7562,engineer,male,77000,41,midwest,False
7563,health,male,107000,33,midwest,False
7564,engineer,male,115000,33,midwest,True
7565,law,male,60000,49,northeast,True
7566,law,male,92000,39,central,True
7567,construction,female,91000,30,southeast,False
7568,health,male,38000,44,southeast,True
7569,construction,female,114000,42,southeast,False
7570,engineer,male,85000,35,central,False
7571,engineer,female,101000,33,central,True
7572,law,female,100000,30,midwest,False
7573,law,male,126000,20,southeast,False
7574,engineer,female,121000,23,midwest,False
7575,law,male,59000,30,northwest,False
7576,law,female,105000,23,central,False
7577,construction,female,72000,41,southeast,False
7578,law,female,70000,29,midwest,False
7579,engineer,female,88000,39,northwest,True
7580,construction,female,96000,49,midwest,True
7581,unemployed,male,74000,32,northeast,False
7582,engineer,female,101000,35,central,True
7583,law,female,78000,23,northwest,False
7584,engineer,male,101000,28,northeast,False
7585,unemployed,male,83000,36,midwest,False
7586,engineer,female,115000,41,northeast,False
7587,law,female,64000,24,northeast,True
7588,law,male,82000,41,central,True
7589,construction,male,117000,39,southwest,False
7590,construction,male,72000,34,southwest,False
7591,engineer,female,54000,30,central,True
7592,law,female,60000,26,southwest,False
7593,engineer,female,91000,28,central,False
7594,unemployed,female,41000,27,northwest,False
7595,health,male,100000,45,central,False
7596,engineer,male,36000,46,northwest,True
7597,law,male,69000,38,northeast,True
7598,law,male,41000,40,northwest,False
7599,law,female,96000,32,central,True
7600,engineer,male,67000,29,northwest,False
7601,unemployed,female,78000,27,southwest,True
7602,unemployed,male,110000,37,southeast,True
7603,law,female,60000,44,central,True
7604,construction,female,63000,46,central,True
7605,engineer,male,43000,50,southeast,True
7606,engineer,female,64000,42,northeast,False
7607,engineer,female,63000,23,midwest,False
7608,engineer,female,112000,38,northeast,True
7609,law,female,120000,23,southwest,False
7610,engineer,male,39000,29,midwest,False
7611,unemployed,female,103000,26,central,False
7612,health,female,81000,34,midwest,True
7613,construction,female,53000,29,southeast,True
7614,law,male,120000,22,midwest,False
7615,engineer,female,44000,42,northwest,False
7616,engineer,male,89000,25,northwest,False
7617,engineer,female,85000,28,southeast,True
7618,health,female,115000,49,southeast,True
7619,construction,male,53000,40,southeast,False
7620,engineer,male,93000,24,northeast,False
7621,health,male,53000,25,northeast,True
7622,law,male,97000,45,northwest,False
7623,engineer,male,115000,25,southeast,False
7624,law,male,65000,40,northeast,False
7625,health,female,54000,20,northwest,False
7626,engineer,female,123000,38,northwest,False
7627,law,male,113000,49,southwest,True
7628,unemployed,male,122000,50,midwest,True
7629,law,female,95000,38,southeast,True
7630,law,female,91000,49,southeast,False
7631,unemployed,male,128000,29,southwest,False
7632,unemployed,female,70000,37,northeast,False
7633,engineer,female,95000,46,midwest,False
7634,construction,female,35000,40,central,True
7635,law,male,34000,25,midwest,False
7636,health,male,46000,22,southeast,False
7637,unemployed,male,64000,50,central,True
7638,unemployed,female,94000,22,central,True
7639,law,female,44000,33,northwest,False
7640,construction,female,87000,23,northwest,True
7641,unemployed,female,94000,48,southeast,False
7642,law,female,36000,20,central,False
7643,engineer,female,88000,40,southwest,False
7644,construction,female,62000,42,midwest,True
7645,construction,male,102000,44,southwest,True
7646,unemployed,female,32000,42,northwest,False
7647,law,male,126000,29,central,True
7648,construction,male,40000,47,northwest,True
7649,engineer,female,130000,24,northwest,False
7650,unemployed,female,72000,44,northeast,True
7651,health,male,126000,41,midwest,False
7652,construction,male,123000,39,northeast,False
7653,law,female,120000,40,midwest,True
7654,construction,female,47000,39,midwest,True
7655,engineer,male,123000,23,southeast,False
7656,construction,female,102000,30,midwest,False
7657,unemployed,male,115000,41,northwest,False
7658,engineer,female,108000,44,southeast,True
7659,unemployed,male,121000,41,northwest,True
7660,health,male,103000,30,midwest,True
7661,law,male,124000,26,southwest,False
7662,law,female,41000,34,midwest,False
7663,law,male,106000,29,northwest,False
7664,unemployed,male,83000,30,midwest,False
7665,health,female,118000,46,southeast,False
7666,unemployed,female,105000,27,southwest,False
7667,unemployed,female,82000,33,northwest,False
7668,engineer,female,96000,38,midwest,False
7669,engineer,female,59000,22,northwest,False
7670,construction,male,99000,34,southwest,True
7671,law,male,116000,25,northwest,False
7672,law,female,100000,43,southwest,False
7673,engineer,female,65000,25,midwest,True
7674,unemployed,female,100000,30,southwest,True
7675,engineer,female,110000,48,midwest,True
7676,unemployed,male,81000,25,central,True
7677,construction,male,53000,46,central,True
7678,engineer,female,68000,21,midwest,True
7679,unemployed,male,103000,32,central,False
7680,law,female,124000,47,northwest,False
7681,health,female,116000,27,central,True
7682,engineer,male,91000,45,southwest,False
7683,construction,male,112000,45,southeast,False
7684,engineer,male,70000,29,northeast,False
7685,health,female,54000,44,northeast,True
7686,construction,female,108000,47,northeast,True
7687,construction,female,57000,43,midwest,True
7688,health,female,60000,42,northwest,True
7689,engineer,female,70000,41,southwest,True
7690,unemployed,male,32000,25,midwest,False
7691,engineer,male,64000,33,southeast,False
7692,unemployed,female,51000,26,northeast,False
7693,unemployed,male,49000,34,northeast,True
7694,engineer,female,52000,27,midwest,False
7695,unemployed,male,116000,39,southeast,False
7696,law,female,121000,38,northwest,False
7697,law,male,93000,36,northwest,False
7698,engineer,male,36000,34,midwest,True
7699,unemployed,male,38000,24,southwest,False
7700,law,female,32000,25,southeast,True
7701,construction,female,111000,29,northeast,False
7702,engineer,female,80000,21,northwest,False
7703,construction,male,123000,30,southwest,True
7704,unemployed,male,35000,21,central,False
7705,law,male,122000,46,central,False
7706,unemployed,male,115000,38,northeast,True
7707,construction,female,54000,26,northeast,False
7708,engineer,female,50000,46,midwest,False
7709,unemployed,female,53000,39,northwest,False
7710,unemployed,male,114000,27,northeast,False
7711,engineer,male,53000,39,southeast,True
7712,unemployed,male,44000,26,northeast,False
7713,law,male,89000,36,southeast,False
7714,unemployed,male,60000,48,southeast,False
7715,law,female,60000,33,northeast,False
7716,unemployed,male,74000,23,southeast,True
7717,health,male,118000,47,central,True
7718,health,female,66000,44,southeast,False
7719,law,female,43000,43,northwest,True
7720,engineer,female,121000,41,central,True
7721,law,male,45000,23,northeast,False
7722,engineer,female,101000,45,southeast,True
7723,health,female,74000,24,northwest,False
7724,unemployed,male,33000,47,southwest,False
7725,construction,female,43000,22,central,True
7726,construction,male,98000,45,southwest,True
7727,unemployed,male,111000,38,northwest,False
7728,engineer,male,37000,28,northwest,False
7729,health,female,85000,43,midwest,True
7730,construction,male,128000,39,midwest,False
7731,law,female,67000,33,southwest,False
7732,law,female,65000,49,midwest,False
7733,unemployed,male,31000,23,northeast,False
7734,engineer,female,71000,26,southwest,True
7735,law,female,81000,32,northeast,False
7736,engineer,male,105000,23,northeast,False
7737,construction,female,59000,38,southwest,False
7738,law,male,79000,34,southeast,True
7739,construction,male,39000,42,central,False
7740,unemployed,male,97000,47,northeast,True
7741,unemployed,male,57000,48,central,False
7742,construction,male,111000,26,northeast,False
7743,health,male,65000,34,southeast,True
7744,engineer,male,118000,22,southwest,False
7745,engineer,female,98000,21,midwest,False
7746,engineer,male,60000,32,northeast,False
7747,engineer,male,92000,23,central,False
7748,health,male,126000,49,northeast,False
7749,unemployed,female,65000,26,southeast,True
7750,law,female,43000,23,northeast,False
7751,unemployed,female,116000,45,northwest,True
7752,construction,male,108000,32,northwest,False
7753,health,female,49000,26,southeast,True
7754,engineer,male,66000,48,central,False
7755,law,male,119000,36,southeast,False
7756,unemployed,female,101000,27,southeast,False
7757,law,male,124000,45,southeast,False
7758,health,male,42000,36,northeast,True
7759,unemployed,male,58000,23,southeast,False
7760,engineer,female,64000,22,southeast,False
7761,health,female,105000,22,southwest,True
7762,law,male,78000,21,southeast,False
7763,law,male,50000,20,northeast,False
7764,law,female,93000,46,central,False
7765,unemployed,male,48000,25,midwest,True
7766,law,female,107000,22,southwest,True
7767,construction,female,88000,36,southeast,False
7768,engineer,male,73000,38,northeast,True
7769,engineer,female,59000,39,midwest,True
7770,law,female,118000,24,northeast,True
7771,law,male,121000,35,southwest,False
7772,engineer,female,31000,25,central,False
7773,law,female,98000,22,northwest,False
7774,unemployed,male,87000,37,midwest,True
7775,law,female,109000,48,southeast,False
7776,unemployed,female,40000,39,southeast,False
7777,unemployed,male,94000,32,midwest,True
7778,unemployed,female,112000,39,northeast,False
7779,health,female,71000,44,northwest,True
7780,engineer,female,110000,47,southeast,True
7781,engineer,male,38000,29,northwest,False
7782,engineer,female,100000,37,northwest,True
7783,engineer,male,119000,41,central,True
7784,health,female,112000,48,southeast,True
7785,unemployed,female,123000,49,southwest,False
7786,engineer,male,80000,35,midwest,True
7787,engineer,male,102000,24,northeast,False
7788,construction,female,117000,49,northeast,True
7789,engineer,female,113000,23,northwest,False
7790,engineer,female,120000,37,southeast,False
7791,engineer,male,39000,36,northwest,True
7792,engineer,female,66000,29,midwest,True
7793,construction,male,41000,35,northwest,False
7794,unemployed,male,106000,30,northeast,True
7795,engineer,female,41000,40,northeast,False
7796,engineer,male,61000,37,northwest,False
7797,construction,female,60000,48,southeast,True
7798,engineer,female,116000,41,midwest,True
7799,construction,male,101000,41,central,False
7800,construction,male,113000,46,northwest,False
7801,unemployed,male,73000,45,midwest,True
7802,unemployed,male,31000,42,central,False
7803,engineer,female,83000,28,midwest,False
7804,law,female,72000,41,northeast,False
7805,construction,male,33000,44,southeast,False
7806,construction,female,93000,21,midwest,False
7807,unemployed,male,73000,42,central,True
7808,engineer,female,34000,20,southwest,False
7809,unemployed,female,98000,43,southeast,False
7810,unemployed,female,86000,44,northeast,False
7811,engineer,female,38000,46,southwest,False
7812,engineer,male,89000,35,northwest,True
7813,engineer,male,31000,24,southeast,False
7814,unemployed,female,94000,23,northeast,True
7815,law,female,46000,39,northeast,False
7816,law,female,40000,43,midwest,False
7817,unemployed,male,90000,31,southeast,False
7818,engineer,male,34000,20,southwest,True
7819,health,female,121000,50,northeast,True
7820,law,female,55000,41,southwest,True
7821,engineer,female,107000,23,northwest,False
7822,unemployed,female,83000,38,southwest,True
7823,engineer,female,72000,21,northwest,False
7824,unemployed,male,116000,45,southeast,False
7825,construction,female,62000,30,southwest,False
7826,law,male,53000,42,southeast,False
7827,unemployed,male,118000,29,southwest,False
7828,law,male,51000,20,southwest,False
7829,law,female,88000,38,southeast,False
7830,health,female,52000,41,central,True
7831,engineer,female,119000,34,northwest,True
7832,law,female,80000,20,southwest,False
7833,health,female,70000,43,central,True
7834,health,male,100000,32,northwest,True
7835,engineer,female,61000,37,northwest,False
7836,engineer,male,90000,23,northeast,False
7837,construction,female,104000,36,southeast,False
7838,engineer,female,32000,27,southeast,False
7839,law,male,95000,46,central,False
7840,unemployed,female,60000,43,midwest,False
7841,engineer,male,107000,36,northwest,False
7842,unemployed,female,106000,26,central,True
7843,law,female,110000,30,central,False
7844,construction,female,53000,34,southeast,False
7845,law,female,67000,43,northwest,True
7846,law,male,66000,23,central,False
7847,unemployed,male,36000,25,southeast,False
7848,construction,female,122000,26,midwest,False
7849,law,male,128000,43,northwest,False
7850,law,male,114000,48,midwest,False
7851,construction,female,59000,26,northeast,False
7852,law,male,71000,33,northwest,False
7853,health,female,108000,26,southwest,False
7854,construction,male,110000,26,southwest,False
7855,unemployed,female,128000,33,southeast,False
7856,construction,male,73000,35,southeast,False
7857,health,female,114000,48,southwest,True
7858,unemployed,male,102000,30,northwest,False
7859,engineer,female,94000,25,southeast,False
7860,engineer,female,69000,42,southeast,False
7861,engineer,female,44000,38,northwest,False
7862,construction,male,59000,48,southwest,False
7863,construction,male,41000,23,northeast,False
7864,construction,female,127000,37,central,True
7865,construction,female,110000,42,northeast,False
7866,law,male,72000,40,northeast,False
7867,unemployed,female,83000,40,northeast,False
7868,engineer,female,42000,21,northwest,False
7869,engineer,male,76000,50,central,True
7870,engineer,female,121000,27,southeast,False
7871,unemployed,male,81000,33,northeast,False
7872,engineer,female,37000,33,northwest,False
7873,law,female,103000,29,midwest,True
7874,health,female,65000,41,northeast,True
7875,health,male,93000,24,southwest,False
7876,engineer,male,115000,37,southeast,False
7877,law,male,46000,49,southeast,True
7878,engineer,male,47000,21,southeast,False
7879,unemployed,male,52000,25,northeast,False
7880,construction,male,97000,50,southeast,True
7881,engineer,male,106000,22,northeast,True
7882,law,male,79000,43,central,True
7883,unemployed,female,42000,34,central,False
7884,construction,male,94000,42,midwest,True
7885,unemployed,male,100000,42,central,True
7886,unemployed,female,70000,21,midwest,False
7887,law,female,41000,43,central,False
7888,engineer,female,95000,29,northeast,False
7889,construction,female,72000,35,northwest,True
7890,construction,female,100000,22,northwest,False
7891,construction,female,54000,40,midwest,False
7892,law,female,74000,24,southwest,False
7893,engineer,female,90000,43,midwest,False
7894,engineer,female,117000,30,northwest,True
7895,engineer,male,82000,48,northwest,True
7896,unemployed,male,31000,21,central,False
7897,engineer,female,33000,28,northwest,True
7898,law,female,75000,32,southwest,False
7899,construction,male,58000,43,northwest,False
7900,law,female,48000,47,southeast,False
7901,engineer,female,99000,22,northwest,False
7902,engineer,female,114000,29,northeast,False
7903,construction,male,104000,35,central,False
7904,construction,male,99000,48,northwest,True
7905,law,female,74000,33,southeast,True
7906,health,female,90000,44,central,False
7907,health,male,55000,31,southeast,False
7908,engineer,female,103000,35,central,False
7909,engineer,male,86000,47,midwest,True
7910,unemployed,male,54000,43,northwest,True
7911,engineer,male,91000,23,northeast,False
7912,engineer,male,62000,26,southeast,False
7913,unemployed,female,77000,39,central,False
7914,construction,female,119000,43,northeast,False
7915,engineer,male,104000,31,central,False
7916,engineer,male,47000,41,northeast,True
7917,engineer,female,113000,37,northeast,False
7918,construction,female,66000,34,southeast,True
7919,unemployed,female,39000,31,northeast,False
7920,law,female,70000,37,southwest,False
7921,health,female,75000,41,midwest,False
7922,engineer,female,101000,25,southwest,True
7923,engineer,female,127000,27,northeast,False
7924,law,female,78000,46,southwest,True
7925,unemployed,female,88000,21,midwest,False
7926,engineer,female,76000,48,northwest,False
7927,construction,male,78000,46,southeast,False
7928,engineer,female,49000,38,midwest,True
7929,law,male,78000,47,southwest,False
7930,unemployed,male,118000,45,southeast,True
7931,unemployed,male,78000,39,midwest,True
7932,engineer,female,32000,42,southeast,False
7933,construction,male,83000,41,southwest,False
7934,unemployed,female,99000,28,northwest,False
7935,health,female,118000,21,northeast,False
7936,construction,female,34000,34,central,False
7937,construction,female,50000,22,northeast,True
7938,law,male,110000,27,central,False
7939,law,male,36000,47,northeast,True
7940,unemployed,male,65000,34,southeast,False
7941,unemployed,male,41000,21,southwest,True
7942,engineer,male,37000,47,northeast,True
7943,construction,male,64000,42,southwest,True
7944,law,female,105000,44,northeast,False
7945,engineer,male,71000,46,northwest,False
7946,engineer,female,52000,23,midwest,False
7947,unemployed,male,127000,43,northwest,False
7948,law,female,72000,32,southwest,False
7949,law,female,56000,48,southeast,True
7950,law,male,120000,37,southwest,False
7951,unemployed,male,66000,25,southeast,False
7952,engineer,male,44000,45,southwest,False
7953,unemployed,male,75000,29,northeast,False
7954,engineer,male,99000,38,northeast,False
7955,engineer,female,127000,26,midwest,False
7956,unemployed,male,70000,36,central,False
7957,engineer,male,48000,32,midwest,True
7958,law,male,60000,24,southeast,False
7959,construction,female,49000,36,southwest,False
7960,unemployed,female,105000,35,midwest,True
7961,construction,male,75000,22,central,False
7962,health,male,64000,28,southwest,True
7963,engineer,female,84000,43,southwest,False
7964,construction,female,83000,46,northeast,False
7965,unemployed,female,129000,50,northwest,True
7966,construction,male,43000,33,southwest,False
7967,health,male,71000,36,midwest,False
7968,unemployed,female,119000,49,southwest,True
7969,law,male,31000,43,central,True
7970,engineer,female,91000,42,northwest,True
7971,engineer,male,130000,27,central,False
7972,unemployed,female,125000,25,midwest,False
7973,engineer,female,71000,42,northwest,True
7974,construction,female,70000,37,midwest,False
7975,engineer,male,121000,22,northeast,False
7976,law,female,81000,27,northeast,False
7977,law,male,58000,27,southeast,False
7978,law,female,39000,22,northwest,False
7979,law,female,32000,46,midwest,False
7980,engineer,female,49000,28,southeast,False
7981,construction,male,110000,25,northwest,False
7982,engineer,male,114000,41,midwest,True
7983,law,male,117000,29,southeast,True
7984,engineer,male,114000,20,northwest,False
7985,engineer,female,47000,36,southeast,True
7986,engineer,female,38000,31,northeast,False
7987,unemployed,female,49000,23,southwest,True
7988,engineer,female,43000,34,midwest,True
7989,engineer,male,64000,40,central,True
7990,law,female,33000,24,northeast,False
7991,health,male,43000,31,central,False
7992,engineer,female,76000,40,southwest,True
7993,law,female,80000,41,midwest,True
7994,construction,female,130000,37,central,False
7995,construction,male,109000,46,midwest,True
7996,construction,male,125000,49,central,False
7997,construction,male,38000,24,northeast,False
7998,health,female,33000,48,midwest,True
7999,law,male,38000,49,central,False
8000,engineer,male,41000,47,central,True
8001,law,female,104000,33,southwest,False
8002,law,female,107000,30,southwest,False
8003,unemployed,male,60000,50,northwest,True
8004,construction,male,91000,47,southwest,False
8005,construction,female,42000,45,northwest,False
8006,engineer,male,68000,32,southwest,True
8007,unemployed,male,47000,40,midwest,True
8008,health,male,86000,40,midwest,False
8009,law,female,31000,44,central,True
8010,unemployed,male,115000,47,southwest,True
8011,engineer,female,39000,40,northeast,False
8012,engineer,male,36000,40,midwest,False
8013,construction,male,44000,23,central,False
8014,law,male,125000,30,northwest,True
8015,law,male,60000,45,southeast,True
8016,construction,male,86000,32,midwest,False
8017,law,female,47000,47,southeast,True
8018,construction,male,112000,49,southwest,False
8019,unemployed,male,104000,48,central,False
8020,health,male,99000,36,midwest,False
8021,unemployed,male,119000,41,northwest,True
8022,construction,male,128000,38,northeast,False
8023,unemployed,female,96000,47,southwest,True
8024,construction,female,33000,20,northeast,False
8025,engineer,female,75000,33,northwest,False
8026,health,female,106000,39,southeast,True
8027,unemployed,female,97000,25,southeast,True
8028,law,female,53000,50,southeast,False
8029,unemployed,male,83000,27,northeast,False
8030,construction,female,63000,31,southwest,True
8031,engineer,male,121000,33,southwest,True
8032,engineer,male,87000,26,northwest,False
8033,law,male,117000,35,southeast,True
8034,construction,male,59000,26,southeast,True
8035,unemployed,male,49000,45,northwest,True
8036,health,female,42000,27,southwest,True
8037,construction,male,106000,34,southwest,False
8038,engineer,female,79000,48,midwest,False
8039,engineer,male,89000,45,northeast,False
8040,health,female,84000,47,northwest,True
8041,construction,male,124000,35,southeast,False
8042,engineer,female,113000,20,central,False
8043,construction,female,38000,21,southwest,True
8044,unemployed,female,42000,23,southwest,False
8045,health,male,112000,40,northwest,False
8046,health,male,42000,28,southwest,True
8047,engineer,male,79000,46,northwest,False
8048,engineer,female,112000,36,northeast,True
8049,engineer,female,57000,26,southwest,False
8050,health,female,98000,36,midwest,True
8051,engineer,male,92000,31,northwest,True
8052,law,female,125000,22,central,False
8053,law,female,63000,47,midwest,False
8054,construction,male,75000,42,northeast,False
8055,law,female,85000,21,southwest,False
8056,engineer,male,62000,40,northeast,True
8057,health,male,104000,31,northwest,True
8058,engineer,female,73000,21,southwest,False
8059,construction,female,96000,39,midwest,False
8060,engineer,female,42000,39,northwest,True
8061,health,female,87000,40,central,False
8062,unemployed,male,103000,39,southeast,False
8063,construction,female,37000,33,northwest,False
8064,unemployed,male,30000,45,central,False
8065,engineer,female,98000,36,southwest,False
8066,law,female,56000,36,midwest,False
8067,health,female,104000,39,midwest,False
8068,unemployed,male,71000,26,southeast,True
8069,health,male,91000,28,northeast,False
8070,unemployed,female,109000,49,northwest,True
8071,unemployed,male,89000,34,central,True
8072,unemployed,female,94000,35,northeast,True
8073,construction,female,108000,42,northwest,False
8074,engineer,female,96000,24,southwest,False
8075,construction,male,65000,26,midwest,False
8076,unemployed,female,85000,42,northeast,True
8077,health,female,69000,28,southwest,False
8078,construction,female,97000,38,northeast,True
8079,engineer,male,94000,44,southeast,False
8080,unemployed,male,41000,25,northwest,False
8081,engineer,male,125000,28,midwest,False
8082,construction,male,86000,20,northwest,False
8083,law,female,51000,22,northwest,False
8084,engineer,female,63000,38,northeast,False
8085,unemployed,male,63000,48,central,True
8086,construction,female,98000,37,central,False
8087,unemployed,female,120000,29,northwest,False
8088,law,female,116000,39,southwest,False
8089,unemployed,male,88000,46,northeast,False
8090,engineer,male,35000,29,southwest,False
8091,engineer,female,59000,22,midwest,False
8092,construction,male,129000,39,northwest,False
8093,construction,male,66000,35,northeast,False
8094,construction,female,61000,43,midwest,False
8095,engineer,male,50000,49,northeast,True
8096,construction,male,75000,42,northeast,False
8097,construction,male,48000,20,northeast,False
8098,law,female,97000,46,midwest,False
8099,law,female,78000,38,southwest,False
8100,engineer,female,114000,36,southeast,False
8101,law,male,121000,38,central,True
8102,unemployed,male,114000,30,northeast,False
8103,health,male,36000,33,midwest,False
8104,unemployed,female,57000,32,southwest,False
8105,law,female,39000,40,northwest,False
8106,law,female,100000,27,northeast,False
8107,engineer,male,78000,20,northwest,False
8108,health,female,38000,41,southeast,True
8109,engineer,male,94000,39,southwest,False
8110,engineer,male,58000,40,southeast,True
8111,engineer,female,30000,48,midwest,True
8112,construction,female,50000,47,southwest,False
8113,unemployed,female,69000,28,southwest,True
8114,health,female,114000,40,northeast,True
8115,engineer,female,94000,24,central,False
8116,law,male,64000,47,northeast,False
8117,engineer,female,37000,39,southeast,False
8118,health,male,51000,40,midwest,True
8119,construction,female,123000,33,southwest,True
8120,unemployed,female,105000,21,midwest,False
8121,law,female,66000,44,northeast,True
8122,construction,male,115000,25,midwest,True
8123,law,female,124000,23,central,False
8124,health,female,119000,38,northwest,True
8125,engineer,male,104000,44,midwest,False
8126,engineer,female,36000,48,northwest,True
8127,engineer,female,73000,25,southwest,True
8128,engineer,female,124000,44,northeast,True
8129,engineer,male,127000,29,southeast,True
8130,unemployed,male,67000,31,midwest,False
8131,construction,female,48000,39,midwest,False
8132,engineer,male,114000,23,midwest,False
8133,engineer,female,56000,36,northwest,False
8134,health,female,57000,27,northeast,False
8135,construction,male,74000,37,northeast,False
8136,engineer,male,58000,36,midwest,True
8137,construction,male,105000,44,southwest,True
8138,law,female,95000,25,southwest,True
8139,construction,female,64000,37,southwest,False
8140,engineer,male,51000,26,northeast,False
8141,construction,female,93000,40,southwest,True
8142,construction,female,114000,21,southwest,True
8143,law,female,120000,48,central,False
8144,construction,female,103000,22,southwest,False
8145,engineer,male,49000,47,northeast,True
8146,engineer,female,116000,26,central,False
8147,unemployed,female,87000,22,northwest,False
8148,construction,female,107000,34,northwest,False
8149,construction,female,44000,22,southwest,True
8150,engineer,male,103000,46,northeast,False
8151,engineer,male,70000,20,northwest,True
8152,health,male,59000,39,midwest,True
8153,engineer,female,79000,20,southeast,True
8154,law,female,111000,24,southeast,False
8155,law,male,66000,32,southwest,False
8156,construction,female,46000,49,northwest,False
8157,law,male,53000,25,midwest,False
8158,health,male,48000,46,southwest,False
8159,engineer,male,60000,45,central,False
8160,unemployed,male,77000,23,southeast,False
8161,law,male,46000,40,midwest,True
8162,construction,male,59000,21,northeast,False
8163,construction,male,106000,44,central,False
8164,unemployed,male,100000,46,northeast,False
8165,construction,male,65000,27,southeast,False
8166,unemployed,male,86000,36,southeast,True
8167,unemployed,female,118000,44,midwest,False
8168,engineer,female,110000,35,southeast,False
8169,engineer,female,118000,21,northeast,False
8170,construction,male,56000,22,southeast,False
8171,engineer,male,130000,21,northwest,True
8172,unemployed,female,114000,30,central,False
8173,construction,male,100000,43,southwest,False
8174,engineer,female,77000,44,midwest,True
8175,engineer,female,37000,26,southeast,True
8176,construction,male,106000,38,southeast,False
8177,engineer,male,111000,30,southeast,True
8178,construction,male,74000,44,northeast,False
8179,construction,male,58000,50,northeast,False
8180,unemployed,female,92000,31,northeast,False
8181,unemployed,female,75000,42,northwest,False
8182,engineer,female,116000,30,northeast,False
8183,engineer,female,82000,42,northeast,False
8184,law,male,53000,37,southeast,True
8185,construction,female,31000,21,southeast,False
8186,engineer,male,123000,48,central,True
8187,health,male,45000,26,midwest,False
8188,health,male,49000,43,northeast,True
8189,unemployed,male,58000,40,central,True
8190,unemployed,male,117000,38,central,False
8191,engineer,male,65000,39,central,True
8192,unemployed,male,38000,43,southwest,True
8193,unemployed,female,70000,37,northeast,False
8194,engineer,female,36000,39,midwest,False
8195,unemployed,male,85000,37,southwest,False
8196,unemployed,male,81000,35,southeast,False
8197,construction,female,104000,25,northeast,False
8198,health,female,125000,36,midwest,False
8199,unemployed,male,36000,49,northeast,False
8200,engineer,female,116000,40,central,False
8201,engineer,female,49000,30,southeast,False
8202,unemployed,female,57000,35,northeast,False
8203,law,male,125000,31,central,False
8204,engineer,male,81000,49,central,False
8205,engineer,female,98000,39,southwest,False
8206,law,female,39000,25,southwest,False
8207,law,male,74000,26,northeast,False
8208,construction,male,50000,40,southeast,True
8209,construction,female,96000,20,northwest,True
8210,engineer,male,78000,23,northwest,False
8211,law,male,130000,49,northwest,True
8212,health,female,128000,37,central,False
8213,unemployed,male,108000,43,northeast,False
8214,law,female,63000,34,southeast,True
8215,engineer,male,71000,48,southeast,False
8216,engineer,female,127000,31,northeast,False
8217,engineer,female,48000,26,southeast,False
8218,construction,female,119000,25,southwest,False
8219,construction,male,68000,39,northwest,True
8220,law,female,95000,30,southwest,False
8221,health,female,53000,39,central,False
8222,unemployed,female,47000,49,midwest,True
8223,law,female,71000,33,central,True
8224,engineer,female,111000,47,midwest,True
8225,engineer,female,104000,29,northwest,False
8226,engineer,female,124000,46,northeast,True
8227,law,male,42000,37,northeast,False
8228,engineer,female,56000,49,northeast,True
8229,law,female,41000,37,central,False
8230,engineer,male,94000,27,northeast,True
8231,health,female,113000,27,northwest,True
8232,engineer,female,35000,49,central,False
8233,law,female,35000,26,southwest,False
8234,unemployed,male,84000,40,northwest,False
8235,engineer,female,66000,29,southwest,False
8236,unemployed,male,98000,22,southeast,False
8237,law,female,80000,25,northwest,False
8238,health,male,108000,47,southeast,True
8239,construction,female,119000,45,midwest,True
8240,engineer,female,115000,43,central,False
8241,engineer,male,89000,30,southwest,False
8242,engineer,male,34000,30,northeast,True
8243,unemployed,male,74000,22,southwest,False
8244,construction,male,93000,24,northwest,False
8245,unemployed,male,109000,36,northwest,False
8246,law,male,126000,34,southeast,False
8247,law,female,93000,21,northeast,False
8248,construction,male,124000,49,southwest,False
8249,engineer,male,40000,25,northeast,True
8250,engineer,male,45000,28,northwest,True
8251,construction,male,54000,43,central,False
8252,health,female,83000,43,southeast,True
8253,law,male,74000,31,northeast,True
8254,engineer,male,97000,43,northeast,True
8255,construction,female,72000,47,northeast,True
8256,engineer,female,112000,36,southeast,True
8257,unemployed,female,56000,42,northwest,True
8258,construction,male,48000,45,midwest,False
8259,unemployed,male,126000,35,southeast,False
8260,engineer,male,106000,28,midwest,True
8261,construction,female,62000,40,central,False
8262,engineer,female,45000,39,northeast,False
8263,health,female,35000,47,midwest,True
